대출_고유키,금융상품명,상품특징,대출신청자격,상품설명
대출_856,임대주택 입주자 특례보증 전세자금대출,공공임대주택 입주(예정)자를 대상으로 보증한도를 확대(임차보증금의 90%)한 전세자금대출,"임차보증금 수도권 7억원(그 외 지역 5억원) 이하인 임대차계약을 체결하고 임차보증금의 5% 이상을 지급한 민법상 성년인 세대주 중 공공주택사업자 및 한국주택금융공사가 인정한 임대사업자 임대목적물에 입주(예정)자로 당행 대출심사를 통과한 고객본인과 배우자(결혼예정자 포함)의 합산 주택수가 1주택* 이내인 경우* 보유 중인 주택이 2020.7.10일 이후 투기지역 또는 투기과열지구 내 소재한 주택으로서 취득시점 주택가액이 3억원을 초과하는 아파트를 구입한 경우에는 대출대상에서 제외. 단, 실수요 요건을 증빙하는 경우 신청 가능",공공임대주택 입주자를 위한
대출_857,신용회복지원자 특례보증 주택전세자금대출,"신용회복지원 중인 고객님을 위한 전세자금대출대출신청자격 임차보증금이 수도권 7억원(그 외 지역 5억원) 이하인 임대차계약을 체결하고, 임차보증금의 5% 이상을 지급한 민법상 성년인 세대주 또는 세대주로 인정되는 자로서 주택금융신용보증서」가 발급되는 고객본인과 배우자(결혼예정자 포함)의 합산 주택수가 1주택* 이내인 경우* 보유 중인 주택이 2020.7.10일 이후 투기지역 또는 투기과열지구 내 소재한 주택으로서 취득시점 주택가액이 3억원을 초과하는 아파트를 구입한 경우에는 대출대상에서 제외. 단, 실수요 요건을 증빙하는 경우 신청 가능신용회복기관에 채무변제금을 24회차 이상 납입하여 신용관리정보가 삭제된 성실 납부자(신용회복위원회의 프리워크아웃지원자의 경우는 12회차 이상 납입)","임차보증금이 수도권 7억원(그 외 지역 5억원) 이하인 임대차계약을 체결하고, 임차보증금의 5% 이상을 지급한 민법상 성년인 세대주 또는 세대주로 인정되는 자로서 주택금융신용보증서」가 발급되는 고객본인과 배우자(결혼예정자 포함)의 합산 주택수가 1주택* 이내인 경우* 보유 중인 주택이 2020.7.10일 이후 투기지역 또는 투기과열지구 내 소재한 주택으로서 취득시점 주택가액이 3억원을 초과하는 아파트를 구입한 경우에는 대출대상에서 제외. 단, 실수요 요건을 증빙하는 경우 신청 가능신용회복기관에 채무변제금을 24회차 이상 납입하여 신용관리정보가 삭제된 성실 납부자(신용회복위원회의 프리워크아웃지원자의 경우는 12회차 이상 납입)",신용회복지원중인 고객님의 전세자금을 지원하는
대출_858,KB 신혼부부 전세자금대출,전세 신규입주 또는 계약갱신을 하시는 고객님께 임차보증금의 90%까지 한국주택금융공사 보증서 담보로 지원하는 대출상품신혼부부 우대금리 0.15%p를 최초 대출기간 만료일까지 추가 적용,"혼인기간 7년 이내 신혼부부 또는 3개월 이내 결혼예정자로서 아래 내용을 모두 충족하는 민법상 성년인 세대주 또는 세대주로 인정되는 고객(1) 임차보증금이 수도권 7억원(그 외 지역 5억원) 이하인 임대차계약을 체결하고, 임차보증금의 5% 이상을 지급한 경우(2) 본인과 배우자(결혼예정자 포함)의 합산 주택수가 1주택* 이내인 경우* 보유 중인 주택이 2020.7.10일 이후 투기지역 또는 투기과열지구 내 소재한 주택으로서 취득시점 주택가액이 3억원을 초과하는 아파트를 구입한 경우에는 대출대상에서 제외. 단, 실수요 요건을 증빙하는 경우 신청 가능",신혼부부 및 결혼예정자를 위한
대출_859,KB 다둥이 전세자금대출,전세 신규입주 또는 계약갱신을 하시는 고객님께 임차보증금의 90%까지 한국주택금융공사 보증서 담보로 지원하는 대출상품다둥이 우대금리 0.15%를 최초 대출기간 만료일까지 추가 적용,"민법상 미성년자(만 19세 미만)인 자녀가 2인 이상인 다둥이가구로서 아래 내용을 모두 충족하는 민법상 성년인 세대주 또는 세대주로 인정되는 고객(1) 임차보증금 수도권 7억원(그 외 지역 5억원) 이하(2) 임차보증금의 5% 이상 지급(3) 본인과 배우자(결혼예정자 포함)의 합산 주택수가 1주택* 이내인 경우* 보유 중인 주택이 2020.7.10일 이후 투기지역 또는 투기과열지구 내 소재한 주택으로서 취득시점 주택가액이 3억원을 초과하는 아파트를 구입한 경우에는 대출대상에서 제외. 단, 실수요 요건을 증빙하는 경우 신청 가능",미성년 자녀 2인 이상 다둥이가구를 위한
대출_860,[특판]KB 든든 주택전세자금대출,전세 신규입주 또는 계약갱신을 하시는 고객님께 최고 임차보증금의 80%까지 한국주택금융공사 보증서 담보로 지원하는 대출상품,"민법상 성년인 세대주 또는 세대주로 인정되는 자로서 「주택금융신용보증서」가 발급되는 고객으로서 아래의 사항을 모두 충족하는 고객1. 임차보증금이 수도권 7억원(그 외 지역 5억원) 이하인 임대차계약을 체결하고, 임차보증금의 5% 이상을 지급한 경우2. 본인과 배우자(결혼예정자 포함)의 합산 주택수가 1주택* 이내인 경우* 보유 중인 주택이 2020.7.10일 이후 투기지역 또는 투기과열지구 내 소재한 주택으로서 취득시점 주택가액이 3억원을 초과하는 아파트를 구입한 경우에는 대출대상에서 제외. 단, 실수요 요건을 증빙하는 경우 신청 가능",MOR 연동 24개월 변동금리를 사용하는 KB 주택전세자금대출 (은행재원 협약보증)
대출_861,전세사기피해자 특례보증 전세자금대출,국토교통부 작성 「전세사기피해자등 결정문」 상 ‘제2조제4호가목’ 또는 ‘다목’으로 결정받은 고객님께 임차보증금의 90% 이내로 최고 1억원까지 한국주택금융공사 보증서 담보로 지원하는 대출상품,"민법상 성년인 세대주 또는 세대주로 인정되는 자로서 「주택금융신용보증서」가 발급되는 고객으로서 아래의 사항을 모두 충족하는 임차인1. 임차보증금이 수도권 7억원(그 외 지역 5억원) 이하인 임대차계약을 체결하고, 임차보증금의 5% 이상을 지급한 경우2. 본인과 배우자(결혼예정자 포함)의 합산 주택수가 1주택* 이내인 경우* 보유 중인 주택이 2020.7.10일 이후 투기지역 또는 투기과열지구 내 소재한 주택으로서 취득시점 주택가액이 3억원을 초과하는 아파트를 구입한 경우에는 대출대상에서 제외. 단, 실수요 요건을 증빙하는 경우 신청 가능3. 「전세사기피해자 지원 및 주거안정에 관한 특별법」 상 금융지원*이 가능한 경우* 「전세사기피해자등 결정문」 상 ‘제2조제4호가목’ 또는 ‘다목’ 결정자",국토교통부의 전세사기피해자로 결정을 받은 고객님을 위한
대출_862,KB전세금안심대출,주택도시보증공사의 「전세보증금반환보증」과 「전세자금대출특약보증」을 가입하여 전세계약 만료시 임차보증금을 안전하게 보장받고 대출금 지원도 가능한 전세자금대출 상품,"민법상 성년인 세대주(단독세대주 포함)로서 주택도시보증공사의 「전세보증금반환보증」 과 「전세자금대출특약보증」가입이 가능하고 아래의 사항을 모두 충족하는 고객 1. 부동산 중개업소를 통하여 임차보증금이 수도권 7억원 이하(그 외 지역은 5억원 이하)의 주택임대차계약을 체결하고 임차보증금의 5% 이상을 지급한 경우 2. 본인과 배우자(결혼예정자 포함)의 합산 주택수가 1주택* 이내인 경우 * 보유 중인 주택이 2020.7.10일 이후 투기지역 또는 투기과열지구 내 소재한 주택으로서 취득시점 주택가액이 3억원을 초과하는 아파트를 구입한 경우에는 대출대상에서 제외. 단, 실수요 요건을 증빙하는 경우 신청 가능",전세보증금이 걱정될 때
대출_863,[특판] KB 든든 전세금안심대출,주택도시보증공사의 「전세보증금반환보증」과 「전세자금대출특약보증」을 가입하여 전세계약 만료시 임차보증금을 안전하게 보장받고 대출금 지원도 가능한 전세자금대출 상품,"민법상 성년인 세대주(단독세대주 포함)로서 주택도시보증공사의 「전세보증금반환보증」 과 「전세자금대출특약보증」가입이 가능하고 아래의 사항을 모두 충족하는 고객 1. 부동산 중개업소를 통하여 임차보증금이 수도권 7억원 이하(그 외 지역은 5억원 이하)의 주택임대차계약을 체결하고 임차보증금의 5% 이상을 지급한 경우 2. 본인과 배우자(결혼예정자 포함)의 합산 주택수가 1주택* 이내인 경우 * 보유 중인 주택이 2020.7.10일 이후 투기지역 또는 투기과열지구 내 소재한 주택으로서 취득시점 주택가액이 3억원을 초과하는 아파트를 구입한 경우에는 대출대상에서 제외. 단, 실수요 요건을 증빙하는 경우 신청 가능",MOR 연동 24개월 변동금리를 사용하는 KB 전세금안심대출
대출_864,KB 플러스 전세자금대출,전세 신규입주 또는 계약갱신을 하시는 시기에 서울보증보험 보증서 담보로 지원하는 전세대출상품,"민법상 성년인 세대주(단독세대주 포함)이며 ""서울보증보험증권""이 발급되는 고객으로서 아래의 사항을 모두 충족하는 고객 1. 부동산 중개업소를 통하여 주택임대차계약을 체결하고 임차보증금의 5% 이상을 계약금으로 지급한 경우 2. 본인과 배우자(결혼예정자 포함)의 합산 주택 보유수가 1주택 이내인 경우 * 보유 중인 주택이 2020.7.10 이후 취득(상속제외)한 투기지역 또는 투기과열지구 소재 취득시점 3억원을 초과하는 아파트인 경우 제외, 단 실수요 예외 증빙이 가능한 경우 예외취급 가능",고객님의 전세금을 지원하는
대출_865,[특판] KB 든든 플러스 전세자금대출(신규임차자금),전세 신규입주 또는 계약갱신을 하시는 시기에 서울보증보험 보증서 담보로 지원하는 전세대출상품,"민법상 성년인 세대주(단독세대주 포함)이며 ""서울보증보험증권""이 발급되는 고객으로서 아래의 사항을 모두 충족하는 고객 1. 부동산 중개업소를 통하여 주택임대차계약을 체결하고 임차보증금의 5% 이상을 계약금으로 지급한 경우 2. 본인과 배우자(결혼예정자 포함)의 합산 주택수가 1주택* 이내인 경우 * 보유 중인 주택이 2020.7.10일 이후 투기지역 또는 투기과열지구 내 소재한 주택으로서 취득시점 주택가액이 3억원을 초과하는 아파트를 구입한 경우에는 대출대상에서 제외. 단, 실수요 요건을 증빙하는 경우 신청 가능",MOR 연동 24개월 변동금리를 사용하는 KB 플러스 전세자금대출
대출_866,KB나라사랑대출(주택자금),국가보훈부와 협약에 따라 나라를 위해 헌신한 국가유공자 등을 위한 전용 상품대출신청자격무주택자로서 국가보훈부로부터 전자문서로 대출 추천을 받은 국가유공자 및 장기복무(10년이상 복무)한 제대군인 고객 대출신청자격대출종류대출신청대상주택구입자금- 본인명의 주택을 구입 예정이거나 구입한 고객주택신축자금- 본인명의 대지에 본인명의 주택을 신축하는 고객아파트분양자금- 본인명의 아파트 최초 분양 받은 고객 주택전세자금- 본인명의로 임대차보증금 수도권 5억원(지방 3억원) 이하인 임대차계약을 체결하고 임차보증금의 5% 이상을 계약금으로 지급한 민법상 성년인 세대주 또는 세대주로 인정되는 자 ☞ 본인이 국가보훈부에서 별도로 정한 기준에 충족하여 대출추천을 받을 수 있다면 중복대출 및 자금별로 대출신청이 가능합니다.☞ 주택구입자금 대출은 소득공제 요건 충족 시 연말정산 소득공제 적용됩니다. (소득공제혜택은 소득공제 세법이 개정될 경우 변경될 수 있습니다.),무주택자로서 국가보훈부로부터 전자문서로 대출 추천을 받은 국가유공자 및 장기복무(10년이상 복무)한 제대군인 고객 대출신청자격대출종류대출신청대상주택구입자금- 본인명의 주택을 구입 예정이거나 구입한 고객주택신축자금- 본인명의 대지에 본인명의 주택을 신축하는 고객아파트분양자금- 본인명의 아파트 최초 분양 받은 고객 주택전세자금- 본인명의로 임대차보증금 수도권 5억원(지방 3억원) 이하인 임대차계약을 체결하고 임차보증금의 5% 이상을 계약금으로 지급한 민법상 성년인 세대주 또는 세대주로 인정되는 자 ☞ 본인이 국가보훈부에서 별도로 정한 기준에 충족하여 대출추천을 받을 수 있다면 중복대출 및 자금별로 대출신청이 가능합니다.☞ 주택구입자금 대출은 소득공제 요건 충족 시 연말정산 소득공제 적용됩니다. (소득공제혜택은 소득공제 세법이 개정될 경우 변경될 수 있습니다.),
대출_867,KB 청년 맞춤형 전세자금대출,청년층의 주거비용 경감을 위한 금융위원회 정책상품으로 만 19세 이상 만 34세 이하 무주택 청년 대상 은행 대출금리와 한국주택금융공사 보증료 우대 제공대학생 등 무소득자도 최대 2억원까지 대출신청 가능,"일반대출 - 아래 조건을 모두 충족하는 만 19세 이상 만 34세 이하 무주택 세대주 또는 예비세대주주) (1) 임차보증금 수도권 7억원(그 외 지역 5억원) 이하 (2) 임차보증금의 5% 이상 계약금 지급 (3) 부부합산 연소득 7천만원 이하 주) 예비세대주 : 대출실행일로부터 1개월 이내 세대주 요건을 충족하는 고객 대환대출 - 위 ＇일반대출＇ 조건을 모두 충족하고 잔여 임대차계약기간이 6개월 이상이면서, 금융기관에서 이용중인 대출 중 대출실행일로부터 6개월 이상 경과한 임차보증금 용도 대출을 연체없이 이용중인 고객(기존대출 전액상환이 가능한 고객)",대학생 등 무소득자도 최대 2억원까지!
대출_868,KB 군 간부 전세자금대출(기본),국방부의 “군 간부 전세대부 이자지원 사업” 에 따른 전세자금 대출상품,"부동산중개업소를 통하여 주택임대차계약을 체결하고 관리부대로부터 대출추천을 받은 군 간부로서 서울보증보험㈜의 ‘개인금융신용보험증권’ 발급이 가능한 고객※ 임대인 자격 : 임차목적물을 소유한 개인, 공공주택사업자, ㈜부영주택※ 보증금과 월세 대부 추천을 동시에 받은 경우 급지별 대부 지원 상한액의 10% 이상 보증금을 설정한 보증부월세 임대차계약에 한합니다.",국방부 협약 전세자금대출
대출_869,서울특별시 신혼부부 임차보증금대출,서울특별시의 「신혼부부 임차보증금 지원사업」 융자추천고객을 대상으로 이차보전금리를 지원하여 최고 3억원까지 낮은 금리로 이용 가능한 신혼부부 전용 임차보증금 대출※ 서울특별시 「신혼부부 임차보증금 융자지원사업」 모집 공고 바로가기,"서울특별시의 융자추천을 받은 신혼부부(혼인기간이 7년 이내이거나 6개월 이내 결혼예정자) 중 부부합산 연소득 9천7백만원 이하 민법상 성년인 무주택 세대주 또는 세대주로 인정되는 자로서 임차보증금 7억원 이하인 임대차계약을 체결하고 임차보증금의 5% 이상을 계약금으로 지급한 고객 ※ 본인 및 배우자(예정자 포함) 무주택자대출금액 임차보증금의 90% 이내에서 최고 3억원※ 단, 실제 대출금액은 ＇서울특별시에서 통보한 융자추천금액＇과 ＇주택금융공사 보증서 발급 가능금액＇ 중 작은 금액까지 가능※ 주택금융공사 「예상 보증금액 조회」 바로가기",서울특별시 융자추천 고객 대상
대출_870,KB 군 간부 전세자금대출(추가),「KB 군 간부 전세자금대출(기본)」을 신청하거나 보유 중인 군 간부가 추가자금이 필요한 경우 지원하는 대출상품,"「KB 군 간부 전세자금대출(기본)」을 신청하거나 보유 중인 군 간부로 부동산중개업소를 통하여 주택임대차계약을 체결하고 서울보증보험㈜의 ‘개인금융신용보험증권’ 발급이 가능한 고객※ 「KB 군 간부 월세자금대출」을 통해 국방부에서 월차임을 지원받거나 「KB 군 간부 전세자금대출(기본)」 대출에 대한 국방부의 이자지원이 중단된 고객은 대출대상이 아닙니다.※ 임대인 자격 : 임차목적물을 소유한 개인, 공공주택사업자, ㈜부영주택본인과 배우자(결혼예정자 포함)의 합산 주택수가 1주택* 이내인 고객* 보유 중인 주택이 2020.7.10일 이후 투기지역 또는 투기과열지구 내 소재한 주택으로서 취득시점 주택가액이 3억원을 초과하는 아파트를 구입한 경우에는 대출대상에서 제외. 단, 실수요 요건을 증빙하는 경우 신청 가능",KB 군 간부 전세자금대출(기본) 보유 고객 대상 추가 전세자금대출
대출_871,KB WELCOME PLUS 전세자금대출,서울보증보험 보증부 전세자금 대출로 신규전세자금을 지원하는 대출상품입니다,"국내 거주 및 국내 소득이 3개월 이상 증빙 가능한 만19세이상 외국인 또는 외국국적동포이며 ""서울보증보험증권""이 발급되는 고객으로서 아래의 사항을 모두 충족하는 고객 1. 부동산 중개업소를 통하여 주택임대차계약을 체결하고 임차보증금의 5% 이상을 지급한 경우2. 신규대출일 기준 비자 유효기간 3개월 이상인 고객(가입가능 비자유형 정함이 있음) 3. 본인과 배우자(결혼예정자 포함)의 합산 주택수가 1주택* 이내인 경우* 보유 중인 주택이 2020.7.10일 이후 투기지역 또는 투기과열지구 내 소재한 주택으로서 취득시점 주택가액이 3억원을 초과하는 아파트를 구입한 경우에는 대출대상에서 제외. 단, 실수요 요건을 증빙하는 경우 신청 가능가입가능 비자유형체류자격비자유형체류자격비자유형체류자격비자유형외교공무협정문화예술유학기술연수취재종교A-1A-2A-3D-1D-2D-3D-5D-6주재기업투자무역경영구직교수회화지도연구기술지도D-7D-8D-9D-10E-1E-2E-3E-4전문직업특정활동방문동거거주재외동포영주결혼이민방문취업E-5E-7F-1F-2F-4F-5F-6H-2",외국인 또는 외국국적동포 고객님께 최대 2억원까지 신규전세자금을 지원하는 대출상품입니다
대출_872,KB 부분분할 전세자금대출,"대출금액 5% 이상 분할상환을 통해 무주택자의 자산형성 및 연말정산 소득공제(주택임차차입금 원리금 상환액공제) 지원보증비율 100%, 고객부담 보증료 우대(최저 보증료율 0.05% 적용)",아래 내용을 모두 충족하는 민법상 성년인 세대주 또는 세대주로 인정되는 고객(1) 임차보증금 수도권 7억원(그 외 지역 5억원) 이하(2) 임차보증금의 5% 이상 계약금 지급(3) 본인과 배우자(결혼예정자 포함)가 모두 무주택자,대출금의 5% 이상 분할상환하고 잔액은 만기에 일시상환하는
대출_873,KB 플러스 전세자금대출 Ⅱ,"서울보증보험 보증부 전세자금 대출로 신규전세자금 지원하는 대출상품대출신청자격현재 재직중인 직장에서 재직기간이 1년이상 된 민법상 성년인 세대주(단독세대주 포함)로서 ""서울보증보험 증권""이 발급되고 아래의 사항을 모두 충족하는 고객 1. 부동산 중개업소를 통하여 주택임대차계약을 체결하고 임차보증금의 5% 이상을 지급한 경우 2. 본인과 배우자(결혼예정자 포함)의 합산 주택수가 1주택* 이내인 경우 * 보유 중인 주택이 2020.7.10일 이후 투기지역 또는 투기과열지구 내 소재한 주택으로서 취득시점 주택가액이 3억원을 초과하는 아파트를 구입한 경우에는 대출대상에서 제외. 단, 실수요 요건을 증빙하는 경우 신청 가능","현재 재직중인 직장에서 재직기간이 1년이상 된 민법상 성년인 세대주(단독세대주 포함)로서 ""서울보증보험 증권""이 발급되고 아래의 사항을 모두 충족하는 고객 1. 부동산 중개업소를 통하여 주택임대차계약을 체결하고 임차보증금의 5% 이상을 지급한 경우 2. 본인과 배우자(결혼예정자 포함)의 합산 주택수가 1주택* 이내인 경우 * 보유 중인 주택이 2020.7.10일 이후 투기지역 또는 투기과열지구 내 소재한 주택으로서 취득시점 주택가액이 3억원을 초과하는 아파트를 구입한 경우에는 대출대상에서 제외. 단, 실수요 요건을 증빙하는 경우 신청 가능",우량고객을 위한 전세금 대출
대출_874,서울특별시 청년 임차보증금대출(판매중단상품),서울특별시의 「청년 임차보증금대출 지원사업」 융자추천고객을 대상으로 이차보전금리(2.0%)를 지원하여 낮은 금리로 이용 가능한 임차보증금 대출상품※ 서울시 「청년 임차보증금 융자지원사업」 모집 공고 바로가기,"서울특별시의 융자추천을 받은 고객 중 5억원 이하인 임대차계약을 체결하고 임차보증금의 5% 이상을 계약금으로 지급한 민법상 성년인 세대주 또는 세대주로 인정되는 자로서 “주택금융신용보증서”가 발급되는 고객※ 서울특별시「청년 임차보증금대출 지원사업」 : 서울시가 청년들의 주거비 및 주거환경 개선을 위해 만 39세 이하 사회초년생, 취업준비생, 대학(원)생에게 임차보증금 대출의 연 2.0%를 이차보전하는 융자지원 사업 - 상세자격 요건 및 신청방법은 서울시 홈페이지(http://seoul.go.kr) 또는 서울시 주택·도시계획 홈페이지(http://citybuild.seoul.go.kr)에서 확인하시기 바랍니다.※ 세대주 인정기준 1) 세대주와 동일세대를 이루고 있는 세대원인 “배우자, 직계존비속 및 그의 배우자, 본인 및 배우자의 형제자매, 배우자의 직계존비속 및 그의 배우자” 중 하나에 해당하시는 고객 2) 대출신청일로부터 3개월(신청일 해당일 포함) 이내 결혼예정인 자대출금액 임차보증금의 88% 이내에서 최대 2천5백만원 이내※ 단, 실제 대출금액은 ＇서울특별시에서 통보한 융자추천금액＇과 ＇주택금융공사 보증서 발급 가능금액＇ 중 작은 금액까지 가능",판매중단상품
대출_875,KB 1코노미 오피스텔 전세자금대출[2022.9.30판매중단],1인가구라면 1코노미 응원 우대금리 받고 더 저렴하게!대출고객 대상 휴대폰 수리 및 생활안심 보험서비스 혜택까지~!,"오피스텔 임대차계약을 체결한 고객- 임차보증금이 수도권 7억원(지방 5억원) 이하인 오피스텔 임대차계약을 체결하고, 임차보증금의 5% 이상을 계약금으로 지급한 민법상 성년인 세대주 또는 세대주로 인정되는 자로서 「주택금융신용보증서」가 발급되는 고객- 본인과 배우자(결혼예정자포함)가 합산한 주택보유수가 무주택 또는 1주택(부부합산소득 1억원이하)이내인 고객(주택보유수가 1주택인 경우 보유주택가액이 9억원 초과하는 주택이거나, 2020.7.10일이후 투기지역 또는 투기과열지구 내 취득시점 시가 3억원초과 아파트를 구입한 경우는 제외. 단, 실수요증빙시 예외취급가능)",1코노미를 위한 주거지원 상품
대출_876,서울특별시 계약갱신요구권 만료자 전세자금대출,,서울시 소재의 임차목적물에서 계약갱신요구권 행사 후 해당 임대차 계약이 ’22.8.1 ~ 23.7.31 사이에 만료되어 임차보증금 7억원 이내의 새로운 임대차 계약을 체결하고 임차보증금의 5% 이상을 지급한 부부한산 연소득 9천7백만원 이하의 고객※ 본인 및 배우자(예정자 포함) 무주택자※ 새로운 임대차 목적물 또한 서울시 소재여야 함,계약갱신요구권 행사 후 만료자에 대해 지원하는 서울특별시 협약 상품
대출_877,목돈 안드는 드림전세대출[2022.9.30판매중단],"임대인이 임대차계약이 있는 본인 소유의 주택을 담보로 대출을 받고, 대출이자는 임차인이 자동이체로 납부하는 주택담보대출대출신청자격- 국토교통부에서 정한 [집주인 담보대출 방식의 목돈 안드는 전세대출 이자부담부 특약]이포함된 임대차갱신계약을 체결한 임대인 중 아래 요건을 충족하는 고객님(신규임대차계약은 불가)ㅇ 임대차계약의 임차보증금이 수도권 기준 3억원(지방 2억원) 이하ㅇ 최초 또는 갱신임대차계약서가 부동산중개업소를 통한 계약서※ 수도권 : 서울특별시, 인천광역시, 경기도 지역임차인 자격- 최근년도 또는 최근1년간 부부합산 연소득 6천만원 이하의 무주택 세대주 ㅇ 만 20세 이상 세대주를 포함한 세대원 전원이 무주택인 고객 ㅇ 단독세대주도 가능하나 만 35세 미만 단독세대주인 경우 취급불가- 주택임대차보호법상 임차인의 대항요건(주택의 인도 및 주민등록 전입)과 확정일자부 임대차계약서를 갖추어 우선변제권을 확보한 임차인대출금액담보평가에 의한 대출가능금액 범위 내에서 최고 5천만원(지방은 3천만원) 이내대출기간 및 상환방법- 1년 이상 2년 이내 월단위 (임차계약 종료일 이내, 임차기간 연장시 당초 대출기한을 포함하여 최장 10년까지 연장가능)대출대상주택아파트, 주상복합아파트, 단독주택(다가구 포함), 연립주택(빌라 포함), 다세대주택, 주상복합주택대출신청시기임대차갱신계약일(계약서 작성일 기준)로부터 3개월 이내※ 소유권이전 또는 보존일로부터 3개월 이내에는 대출 신청이 불가","- 국토교통부에서 정한 [집주인 담보대출 방식의 목돈 안드는 전세대출 이자부담부 특약]이포함된 임대차갱신계약을 체결한 임대인 중 아래 요건을 충족하는 고객님(신규임대차계약은 불가)ㅇ 임대차계약의 임차보증금이 수도권 기준 3억원(지방 2억원) 이하ㅇ 최초 또는 갱신임대차계약서가 부동산중개업소를 통한 계약서※ 수도권 : 서울특별시, 인천광역시, 경기도 지역임차인 자격- 최근년도 또는 최근1년간 부부합산 연소득 6천만원 이하의 무주택 세대주 ㅇ 만 20세 이상 세대주를 포함한 세대원 전원이 무주택인 고객 ㅇ 단독세대주도 가능하나 만 35세 미만 단독세대주인 경우 취급불가- 주택임대차보호법상 임차인의 대항요건(주택의 인도 및 주민등록 전입)과 확정일자부 임대차계약서를 갖추어 우선변제권을 확보한 임차인대출금액담보평가에 의한 대출가능금액 범위 내에서 최고 5천만원(지방은 3천만원) 이내대출기간 및 상환방법- 1년 이상 2년 이내 월단위 (임차계약 종료일 이내, 임차기간 연장시 당초 대출기한을 포함하여 최장 10년까지 연장가능)대출대상주택아파트, 주상복합아파트, 단독주택(다가구 포함), 연립주택(빌라 포함), 다세대주택, 주상복합주택대출신청시기임대차갱신계약일(계약서 작성일 기준)로부터 3개월 이내※ 소유권이전 또는 보존일로부터 3개월 이내에는 대출 신청이 불가",내집 담보로 전세금 빌릴 때
대출_878,광주광역시 재난관리기금 협약대출,광주광역시의 융자추천을 받은 고객님께 전세자금대출을 지원하는 대출상품 KB국민은행 광주종합금융센터 또는 광주시청(점)에서만 대출신청 가능,"광주광역시의 융자추천을 받은 고객 중 임차보증금이 수도권 5억원(그 외 지역 3억원) 이하인 임대차계약을 체결하고, 임차보증금의 5% 이상을 계약금으로 지급한 민법상 성년인 세대주 또는 세대주로 인정되는 자로서 「주택금융신용보증서」가 발급되는 고객 본인과 배우자(결혼예정자 포함)의 합산 주택수가1주택* 이내인 경우 * 보유 중인 주택이 2020.7.10일 이후 투기지역 또는 투기과열지구 내 소재한 주택으로서 취득시점 주택가액이 3억원을 초과하는 아파트를 구입한 경우에는 대출대상에서 제외. 단, 실수요 요건을 증빙하는 경우 신청 가능",광주광역시 융자추천고객 대상
대출_879,KB 청약(주택종합저축)담보대출,당행에 예치된 청약저축 또는 주택청약종합저축을 거래하는 고객이 긴급한 가계자금을 필요로 할 경우 청약저축의 중도해지에 따른 손실예방을 위해 납입액 범위 내에서 대출,"은행이 인정하는 본인 단독명의의 당행 청약저축(주택청약종합저축)을 담보로 제공하는 자 다음의 경우에는 담보대출을 취급불가 ☞청약저축(주택청약종합저축) 신규가입일을 포함하여 2영업일 이내의 담보대출. 다만, 재예치 예금 또는 주택청약예금/부금의 지역간 예치금액변경 및 평형변경은 제외 ☞제3자 명의의 청약저축(주택청약종합저축) 담보대출 ☞예금잔액증명서 발급계좌에 대한 발급당일 담보대출",청약 상품을 담보로 받는
대출_880,당행 예부적금 등 수신금리연동담보대출,"당행 예·부·적금, 당행 발행 양도성예금증서(CD), 당행 발행 표지어음, 당행 발행 환매조건부채권(RP) 및 당행 신탁 등을 거래하는 고객이 이를 담보로 대출 실행","은행이 인정하는 본인 단독명의의 당행 예·부·적금·신탁 등을 담보로 제공하는 자 다음의 경우에는 담보대출 취급불가 ☞예금 신규 가입일을 포함하여 2영업일 이내의 예금담보대출. 다만, 재예치 예금 또는 주택청약예금/부금의 지역간 예치금액변경 및 평형변경은 제외 ☞계약해지의제좌에 편입된 적립식 예금의 담보대출 ☞수신금리가 일반 공시금리 미만인 예금 담보대출 ☞예금잔액증명서 발급계좌에 대한 발급 당일 담보대출 ☞당행 신탁 중 비과세 가계신탁은 은행대출의 담보로 할 수 없으며, 신탁대출로만 운용 ☞중장기주택부금을 담보로 대출취급 불가 ☞복수 예·부·적금 담보로 하는 경우 최대 5계좌까지 가능(일반예금과 아래 각호의 예금 상호간 또는 아래 각호의 예금 상호간 복수담보 취득 불가)-차세대주택종합통장[차세대주택종합통장내 주택부금(청약예금 포함), 정기예금(청약예금 포함) 상호간 복수담보 취급불가] -당행 신탁(당행 신탁 상호간에도 복수담보 취급 불가)- 수신금리연동대출로 취급이 불가한 예금[투자신탁, 외화예금 등]",KB가입상품을 담보로 대출하는
대출_881,당타행 예부적금 등 유가증권 담보대출,"은행이 인정하는 금융기관(은행)의 예·부·적금 등 및 국채·지방채·공채, 은행발행 양도성예금증서(CD)·표지어음·환매조건부채권(RP)을 거래하는 고객이 이를 담보로 대출 실행","은행이 인정하는 금융기관(은행)의 예·부·적금 등 및 국채·지방채·공채, 은행발행 양도성예금증서(CD)·표지어음·환매조건부채권(RP)에 한하여 담보로 제공하는 고객(후순위채권, 신종자본증권은 담보로 취득할 수 없음)대출금액‘담보평가’에서 정한 대출가능금액 이내",
대출_882,법인 예금담보 임직원대출,직원복지 및 우리사주 취득 자금이 필요한 법인의 임직원에게 저금리 대출 제공대출신청자격 KB 국민은행과 협약을 체결한 법인이 추천한 임직원,KB 국민은행과 협약을 체결한 법인이 추천한 임직원,직원복지 및 우리사주 취득 자금을 저금리 대출을 통해 지원~
