보증_고유키,금융회사코드,금융회사명,상품종류,상품유형,금융상품코드,금융상품명,가입방법,이자지급방법,예금자보호,세제혜택,만기후이자율,우대조건,가입제한,가입대상,기타 유의사항,최고한도,저축기간,저축금리,최고금리,최고 우대금리,가입금액,기준일자,심의필일자,적재일자,상품설명,중도해지금리,상품판매기간
보증_10,002,KDB산업은행,입출금자유상품,자유입출금,100011000201,행복지킴이 통장,영업점,계좌개설일(또는 직전 원가일) ~ 원가일 전일의 기간 동안 (매일 최종 잔액 × 해당 일자별 적용이율 ÷ 365)의 합계액,"이 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호한도는 본 은행에 있는 귀하의 모든 예금보호 대상 금융상품의 원금과 소정의 이자를 합하여 1인당 ""최고 5천만원""이며, 5천만원을 초과하는 나머지 금액은 보호하지 않습니다.","비과세 종합저축 가입 가능(전 금융기관 통합한도 범위 내) 단, 관련 세법 개정 시 세율이 변경되거나 세금이 부과될 수 있음",,,,"「국민기초생활보장법」에서 정하는 기초생활수급자 및 자활급여를 받는 차상위자「기초연금법」에서 정하는 기초(노령)연금수급자「장애인연금법」에서 정하는 장애인연금수급자「장애인복지법」에서 정하는 장애수당, 장애아동수당 수급자「한부모가족지원법」에서 정하는 한부모가족 복지 급여수급자「국민건강보험법」에서 정하는 요양비 등 수급자「긴급복지지원법」에서 정하는 긴급지원대상자「어선원 및 어선 재해보상 보험법」에서 정하는 어선원보험의 보험급여 지급대상자「노인장기요양보험법」에서 정하는 특별현금급여 수급자「건설근로자의 고용개선 등에 관한 법률」에서 정하는 퇴직공제금 수급자「아동수당법」에서 정하는 아동수당 수급자「중소기업협동조합법」에서 정하는 소기업u2027소상공인공제(노란우산공제)의 공제금 수급자「아동복지법」에서 정하는 보호종료아동 자립수당 수급자","입금제한으로 인해 신용카드, 체크카드 취소 및 자동이체 취소 등 취소거래 발생 시 당 통장을 통해 취소금액이 환불되지 않으며, 이 경우 당행 영업점 또는 관련 금융기관을 통해 환불됨 자동이체 금액 부족 시 부족 금액은 별도 계좌로 송금하여 처리해야 함 수수료 등 부대비용이 발생할 수 있습니다. 계약 체결 전 상품설명서, 약관을 반드시 읽어보시기 바랍니다. 금융소비자는 해당 상품에 관하여 충분히 설명을 받을 권리가 있습니다. 본 광고는 관련 법령 및 내부통제기준에 따른 절차를 준수하였습니다.",,제한없음,"1.4(1천만원미만),1.5(1천만원이상),1.6(5천만원이상),1.7(1억원이상)",1.70,,제한없음,20240104,준법감시인 심의필 제2023-07-072호(2023.07.31),20240104.0,"기초생활보장급여, 기초(노령)연금, 장애인연금, 장애(아동)수당 등에 대한 압류가 불가능한 압류방지 전용통장",,
보증_11,002,KDB산업은행,단기 운용상품,기타,100077000101,양도성 예금증서(CD),영업점,할인매출식 : 발행(매출) 시 액면금액에서 할인 이자를 차감하여 발행 할인매출액 : 증서 액면금액 u2013 할인액(이자) 할인액(이자) = 증서 액면금액×가입일 당시 영업점 및 은행 홈페이지에서 고시한 계약기간별 할인율×매출일수(매출일~만기일 전일)÷365 (원 미만 절사),"이 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호한도는 본 은행에 있는 귀하의 모든 예금보호 대상 금융상품의 원금과 소정의 이자를 합하여 1인당 ""최고 5천만원""이며, 5천만원을 초과하는 나머지 금액은 보호하지 않습니다.",비과세 종합저축 가입 불가능,만기후 이율 경과기간 만기후이율  만기후 1년 이내 만기일 현재 고시된 일반정기예금(계약기간) 기본이율의 1/2  만기후 1년 초과 만기일 현재 고시된 보통예금 적용이율  해당이율이 변경된 때에는 변경된 날로부터 변경된 이율 적용하여 이자 계산,,,제한 없음(비거주자 제외),"본 금융상품은 잔액증명서 발급이 불가합니다. 계약체결 전 상품설명서, 약관을 반드시 읽어보시기 바랍니다. 금융소비자는 해당 상품에 관하여 충분히 설명을 받을 권리가 있습니다. 수수료 등 부대비용이 발생할 수 있습니다. 본 안내는 관련 법령 및 내부통제기준에 따른 절차를 준수하였습니다.",,30일 이상(일단위),"(개인/법인,30일미만),1.6(개인/법인,30일~59일까지),1.75(개인/법인,60일~90일까지),1.849(개인/법인,91일~120일까지),1.898(개인/법인,121일~180일까지),2.045(개인/법인,181일~270일까지),2.092(개인/법인,271일~364일까지),2.137(개인/법인,1년이상),2.22(개인/법인,2년이상),2.252(개인/법인,3년),0.01(금융기관,30일미만),0.01(금융기관,30일~59일까지),0.01(금융기관,60일~90일까지),0.01(금융기관,91일~120일까지),0.01(금융기관,121일~180일까지),0.01(금융기관,181일~270일까지),0.01(금융기관,271일~364일까지),0.01(금융기관,1년이상),0.01(금융기관,2년이상),0.01(금융기관,3년)",2.25,,500만원 이상,20240104,준법감시인 심의필 제2023-07-065호(2023.07.31),20240104.0,단기 및 중기 여유자금 운용에 유용한 고수익 상품으로 만기전에도 자유로이 매매 가능한 상품,,
보증_12,002,KDB산업은행,외화예금,외화예금,100205000101,하이플러스 외화정기예금,영업점,고정금리식 : 가입금액 × 적용이율 × (가입일~만기일 전일) 일수 ÷ 360 회전식 : 가입일 및 각 회전주기 금리결정일의 적용이율로 매 회전주기마다 복리로 계산,"이 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호한도는 본 은행에 있는 귀하의 모든 예금보호 대상 금융상품의 원금과 소정의 이자를 합하여 1인당 ""최고 5천만원""이며, 5천만원을 초과하는 나머지 금액은 보호하지 않습니다.",비과세종합저축 가입불가능,고정금리식 : 가입당시 약정이자율의 3/10 회전식 : 최종 회전주기 약정이자율의 3/10,,,제한없음,"계약체결 전 상품설명서, 약관을 반드시 읽어보시기 바랍니다. 금융소비자는 해당 상품에 관하여 충분히 설명을 받을 권리가 있습니다. 수수료 등 부대비용이 발생할 수 있습니다. 만기앞당김 지급은 불가능합니다. 회전식은 회전주기마다 이율을 변경 적용하므로 가입기간중 수익률이 하락할 수 있음 이 예금을 원화로 인출하는 경우 환율변동에 따라 손실이 발생할 수 있습니다. 본 안내는 관련 법령 및 내부통제기준에 따른 절차를 준수하였습니다.",,3년 이내,,,,"USD 1,000 상당액 이상",,준법감시인 심의필 제2023-08-017호(2023.08.31),20240104.0,이율 적용방식의 선택이 가능하고 환율우대 및 수수료우대서비스를 제공하는 외화 정기예금,,
보증_13,002,KDB산업은행,외화예금,외화예금,100203000101,외화정기예금,"영업점(재예치식 외화정기예금의 경우 인터넷뱅킹, 스마트폰뱅킹에서 가입 가능)",가입금액 × 적용이율 × (가입일~만기일 전일) 일수 ÷ 360,"이 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호한도는 본 은행에 있는 귀하의 모든 예금보호 대상 금융상품의 원금과 소정의 이자를 합하여 1인당 ""최고 5천만원""이며, 5천만원을 초과하는 나머지 금액은 보호하지 않습니다.",비과세종합저축 가입 불가능,가입 당시 적용이율의 3/10,,,제한없음,"계약체결 전 상품설명서, 약관을 반드시 읽어보시기 바랍니다. 금융소비자는 해당 상품에 관하여 충분히 설명을 받을 권리가 있습니다. 수수료 등 부대비용이 발생할 수 있습니다. 만기앞당김 지급은 불가능합니다. 회전식은 회전주기마다 이율을 변경 적용하므로 가입기간중 수익률이 하락할 수 있습니다. 이 예금을 원화로 인출하는 경우 환율변동에 따라 손실이 발생할 수 있습니다. 본 안내는 관련 법령 및 내부통제기준에 따른 절차를 준수하였습니다.",,1년 이내,,,,제한없음,,준법감시인 심의필 제2023-07-040호(2023.07.31),20240104.0,외국통화에 대한 거치식예금,,
보증_14,002,KDB산업은행,외화예금,외화예금,100202000101,외화보통예금,"영업점, 인터넷뱅킹, 스마트폰뱅킹 단, 인터넷뱅킹 및 스마트폰뱅킹을 통해 가입한 경우 실명확인 문제로 인터넷뱅킹 및 스마트폰뱅킹에서 출금이체 및 송금이 불가하며 본인의 근거계좌(실명확인된 입출금이 자유로운 원/외화예금)로 전액 출금하는 것만 가능함",계좌개설일(또는 직전 원가일) ~ 원가일 전일의 기간 동안 (매일 최종잔액 × 해당일 고시이율 ÷ 360)의 합계액,"이 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호한도는 본 은행에 있는 귀하의 모든 예금보호 대상 금융상품의 원금과 소정의 이자를 합하여 1인당 ""최고 5천만원""이며, 5천만원을 초과하는 나머지 금액은 보호하지 않습니다.",비과세종합저축 가입 불가능,,,,제한없음,"계약체결 전 상품설명서, 약관을 반드시 읽어보시기 바랍니다. 금융소비자는 해당 상품에 관하여 충분히 설명을 받을 권리가 있습니다. 수수료 등 부대비용이 발생할 수 있습니다. 이 예금을 원화로 인출하는 경우 환율변동에 따라 손실이 발생할 수 있습니다. 본 안내는 관련 법령 및 내부통제기준에 따른 절차를 준수하였습니다.",,제한없음,,,,제한없음,,준법감시인 심의필 제2023-07-042호(2023.07.31),20240104.0,입출금이 자유로운 외화예금으로 인터넷/스마트폰뱅킹을 통해 가입한 경우 인터넷/스마트폰뱅킹에서는 이체 및 송금은 불가,,
보증_15,002,KDB산업은행,외화예금,외화예금,100201000101,외화당좌예금,영업점,,"이 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호한도는 본 은행에 있는 귀하의 모든 예금보호 대상 금융상품의 원금과 소정의 이자를 합하여 1인당 ""최고 5천만원""이며, 5천만원을 초과하는 나머지 금액은 보호하지 않습니다.",비과세종합저축 가입 불가능,,,,제한없음,"계약체결 전 상품설명서, 약관을 반드시 읽어보시기 바랍니다. 금융소비자는 해당 상품에 관하여 충분히 설명을 받을 권리가 있습니다. 수수료 등 부대비용이 발생할 수 있습니다. 이 예금을 원화로 인출하는 경우 환율변동에 따라 손실이 발생할 수 있습니다. 본 안내는 관련 법령 및 내부통제기준에 따른 절차를 준수하였습니다.",,제한없음,,,,제한없음,,준법감시인 심의필 제2023-07-043호(2023.07.31),20240104.0,입출금이 자유로운 예금으로 법인 및 개인 명의로 개설 가능,,
보증_16,002,KDB산업은행,입출금자유상품,자유입출금,100011000301,KDB 국민연금 안심(安心)통장,영업점,계좌개설일(또는 직전 원가일) ~ 원가일 전일의 기간 동안 (매일 최종 잔액 × 해당 일자별 적용이율 ÷ 365)의 합계액,"이 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호한도는 본 은행에 있는 귀하의 모든 예금보호 대상 금융상품의 원금과 소정의 이자를 합하여 1인당 ""최고 5천만원""이며, 5천만원을 초과하는 나머지 금액은 보호하지 않습니다.","비과세 종합저축 가입 가능(전 금융기관 통합한도 범위 내) 단, 관련 세법 개정 시 세율이 변경되거나 세금이 부과될 수 있음",,,,국민연금을 수령하는 실명의 개인,"신용카드 결제계좌나 공과금 등 대금납부 목적의 계좌로 지정한 경우, 결제·납부금액이 부족하거나 결제·납부취소 등이 발생한 때에는 고객이 영업점 창구에서 결제·납부금액을 직접 납부하거나 별도 지정계좌로 입금 또는 직접 수령하는 방법으로 처리하여야 함 자동이체 금액 부족시 부족금액은 별도 계좌로 송금하여 처리해야 함 수수료 등 부대비용이 발생할 수 있습니다. 계약 체결 전 상품설명서, 약관을 반드시 읽어보시기 바랍니다. 금융소비자는 해당 상품에 관하여 충분히 설명을 받을 권리가 있습니다. 본 광고는 관련 법령 및 내부통제기준에 따른 절차를 준수하였습니다.",,제한없음,0.5(약정금리),0.50,,제한없음,20240104,준법감시인 심의필 제2023-07-068호(2023.07.31),20240104.0,국민연금 수급전용 압류방지 통장,,
보증_17,002,KDB산업은행,목돈굴리기,정기예금,100229000101,콜옵션부(Callable) 구조화 정기예금,산업은행 영업부 방문 업무처리,만기지급식 - 이자계산기간 : 계좌개설일 ~ 만기일 전일 - 이자계산방법 : (연단리) 가입금액 x 협의이율 x 가입연수(연복리) 연 단위로 복리 이자계산 이자지급식 - 이자계산기간 : 계좌개설일(이자지급일) ~ 이자지급일(만기일) 전일 - 이자계산방법 : 가입금액 x 협의이율 &divide 12 x 해당 이자지급 주기,"이 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호한도는 본 은행에 있는 귀하의 모든 예금보호 대상 금융상품의 원금과 소정의 이자를 합하여 1인당 ""최고 5천만원""이며, 5천만원을 초과하는 나머지 금액은 보호하지 않습니다.",,만기후 이율 경과기간 만기후이율  만기후 1년 이내 만기일 현재 고시된 일반정기예금(계약기간) 기본이율의 1/2  만기후 1년 초과 만기일 현재 고시된 보통예금 적용이율  해당이율이 변경된 때에는 변경된 날로부터 변경된 이율 적용하여 이자 계산,,,"전문기관투자자(보험사, 연기금 등)","이 예금은 은행이 조기해지권을 보유하는 구조화된 예금이며, 은행의 조기해지권 행사는 은행이 필요로 하는 시점에 행사합니다. 고객은 시장상황의 변동에 따라 예금의 만기일 이전에 조기상환 받거나 또는 만기일까지 예금을 상환받지 못할 수 있으므로 예금의 만기, 조기해지권 행사 유예기간 및 행사 주기 등을 선택함에 있어 고객의 투자기간 및 미래 자금소요 시기 등을 감안하여 고객의 책임 하에 선택하여야 합니다. 이 예금의 이자지급방법을 만기지급식으로 선택하여 가입하는 경우 은행이 조기해지권을 행사하지 않으면 예금의 가입기간 동안 이자 현금흐름이 발생하지 않게 되므로 고객은 이자지급방법 및 이자지급주기를 선택함에 있어 주의를 기울여 고객의 책임 하에 선택하여야 합니다. 지급금리 산정에 오류가 발생하여 이자가 지급된 경우 추후 정정발표 또는 확인된 정확한 금리를 기준으로 산출된 금액과의 차액을 정산함에 유의하시기 바랍니다. 계약체결 전 상품설명서, 약관을 반드시 읽어보시기 바랍니다. 금융소비자는 해당 상품에 관하여 충분히 설명을 받을 권리가 있습니다. 수수료 등 부대비용이 발생할 수 있습니다. 본 안내는 관련 법령 및 내부통제기준에 따른 절차를 준수하였습니다.",,1년 이상 ~ 30년 이내,,,,100만원 이상,,준법감시인 심의필 제2023-07-064호(2023.07.31),20240104.0,은행의 조기해지권 매입과 이자율 금리스왑을 통해 기존 정기예금 대비 높은 금리를 제공하는 파생거래 연계 상품,,
보증_18,002,KDB산업은행,입출금자유상품,자유입출금,100011000401,KDB 호국보훈지킴이통장,영업점,계좌개설일(또는 직전 원가일) ~ 원가일 전일의 기간 동안 (매일 최종 잔액 × 해당 일자별 적용이율 ÷ 365)의 합계액,"이 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호한도는 본 은행에 있는 귀하의 모든 예금보호 대상 금융상품의 원금과 소정의 이자를 합하여 1인당 ""최고 5천만원""이며, 5천만원을 초과하는 나머지 금액은 보호하지 않습니다.","비과세 종합저축 가입 가능(전 금융기관 통합한도 범위 내) 단, 관련 세법 개정 시 세율이 변경되거나 세금이 부과될 수 있음",,,,국가보훈처에서 지급하는 보훈급여금 등을 수령하는 실명의 개인 1인 1계좌,"입금제한으로 인해 신용카드, 체크카드 취소 및 자동이체 취소 등 취소거래 발생시 당 통장을 통해 취소금액이 환불되지 않으며, 이 경우 당행 영업점 또는 관련 금융기관을 통해 환불됨 자동이체 금액 부족시 부족금액은 별도 계좌로 송금하여 처리해야 함 수수료 등 부대비용이 발생할 수 있습니다. 계약 체결 전 상품설명서, 약관을 반드시 읽어보시기 바랍니다. 금융소비자는 해당 상품에 관하여 충분히 설명을 받을 권리가 있습니다. 본 광고는 관련 법령 및 내부통제기준에 따른 절차를 준수하였습니다.",,제한없음,"1.4(1천만원미만),1.5(1천만원이상),1.6(5천만원이상),1.7(1억원이상)",1.70,,제한없음,20240104,준법감시인 심의필 제2023-07-070호(2023.07.31),20240104.0,「국가유공자 등 예우 및 지원에 관한 법률」 등 보훈급여 관련 법령에 따라 국가보훈처에서 매월 지급되는 보훈급여금 등에 대하여 압류,,
보증_19,002,KDB산업은행,입출금자유상품,자유입출금,100018000101,KDBdream 기업 Account,영업점,분기원가식 : 계좌개설일(또는 직전 원가일) ~ 원가일 전일의 기간 동안 (매일 최종 잔액 &times 해당 일자별 적용이율 &divide 365)의 합계액 인출시 이자지급식 : 해당 인출액의 입금일 ~ 인출 직전일(선입선출법) 기간 동안 (인출액 &times 별도 이율 &divide 365)의 합계액 임의단체는 분기원가식만 선택 가능,"이 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호한도는 본 은행에 있는 귀하의 모든 예금보호 대상 금융상품의 원금과 소정의 이자를 합하여 1인당 ""최고 5천만원""이며, 5천만원을 초과하는 나머지 금액은 보호하지 않습니다.",비과세 종합저축 가입 불가능,,,,"법인,사업자등록증을 소지한 기업 및 고유번호증을 소지한 임의단체","수수료 등 부대비용이 발생할 수 있습니다. 계약 체결 전 상품설명서, 약관을 반드시 읽어보시기 바랍니다. 금융소비자는 해당 상품에 관하여 충분히 설명을 받을 권리가 있습니다. 본 광고는 관련 법령 및 내부통제기준에 따른 절차를 준수하였습니다.",,제한없음,"1.25(1억원미만),1.5(1억원이상),1.65(5억원이상),1.85(10억원이상)",1.85,,제한없음,20240104,준법감시인 심의필 제2023-08-007호(2023.08.22),20240104.0,"고객 상황에 맞는 이자지급방식 선택가능한 상품으로 기업의 결제성 자금의 일시예치, 일시적 여유자금의 단기적 운용이 가능",,
보증_20,002,KDB산업은행,입출금자유상품,자유입출금,100081000101,보증서담보대출 입금전용 보통예금,영업점,계좌개설일(또는 직전 원가일) ~ 원가일 전일의 기간 동안 (매일 최종 잔액 × 해당 일자별 적용이율 ÷ 365)의 합계액,"이 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호한도는 본 은행에 있는 귀하의 모든 예금보호 대상 금융상품의 원금과 소정의 이자를 합하여 1인당 ""최고 5천만원""이며, 5천만원을 초과하는 나머지 금액은 보호하지 않습니다.",비과세 종합저축 가입 불가능,,,,"신용보증기금, 기술보증기금, 지역신용보증재단 등 공공 보증기관의 보증서 담보대출을 받는 법인 등","이 예금을 대출이자 납부, 신용카드 결제, 공과금 등 대금납부 목적의 계좌로 지정한 경우에, 결제·납부금액이 부족하거나 결제·납부취소 등이 발생한 때에는 고객이 영업점 창구에서 결제·납부금액을 직접 납부하거나 별도 지정계좌로의 입금 또는 직접 수령하는 방법으로 처리하여야 함 수수료 등 부대비용이 발생할 수 있습니다. 계약 체결 전 상품설명서, 약관을 반드시 읽어보시기 바랍니다. 금융소비자는 해당 상품에 관하여 충분히 설명을 받을 권리가 있습니다. 본 광고는 관련 법령 및 내부통제기준에 따른 절차를 준수하였습니다.",,제한없음,0.1(-),0.10,,제한없음,20240104,준법감시인 심의필 제2023-07-071호(2023.07.31),20240104.0,공공 보증기관의 보증서 담보대출 실행 자금에 한하여 입금이 가능한 보증서담보대출 입금전용 보통예금,,
보증_21,003,IBK기업은행,자유적립식,적금,01211210113,IBK D-day적금,"i-ONE뱅크,IBK큐브",만기일시지급식 : 만기(후) 또는 중도해지 요청 시 이자 지급,,,만기 후 1개월 이내 : 만기일 당시 계약기간별 고시금리 × 50만기 후 1개월 초과 6개월 이내 : 만기일 당시 계약기간별 고시금리 × 30만기 후 6개월 초과 : 만기일 당시 계약기간별 고시금리 × 20,① 목표달성 축하금리 : 연 1.0p 당행 입출금식 계좌에서 자동이체를 통해 3회 이상 납입하고 만기일 전일까지 목표금액이상 납입하는 경우 ② 최초 거래고객 우대금리 : 연 0.5p 가입시점에 아래 2가지 요건 中 1가지 이상 충족하는 경우 실명등록일로부터 3개월 이내 가입 직전월 기준 6개월간 총 수신 평잔 ＇0＇원,,"실명의 개인 (단, 개인사업자 및 외국인비거주자 제외), 1인 최대 3계좌까지 가입가능",은행의 사정에 의하여 상품내용이 중도에 변경 또는 중단할 경우에는 변경 시행일(또는 중단일) 1개월 전에 변경 또는 중단하는 사유 및 내용 등 관련사항을 은행 영업점과 은행 홈페이지에 1개월간 게시합니다. 우대혜택 변경 시 변경된 내용은 변경일 이후 가입 고객부터 적용됩니다.,,1개월 이상 12개월 이내(일단위),"1개월이상 6개월미만 3.45, 6개월이상 12개월미만 3.65, 12개월 3.85",5.35,1.50,최소 1만원 이상 월 20만원 이내 (천원 단위),,준법감시인 심의필 : 제2023-1472호(2023.03.24),20240104.0,"개인의 필요시기, 목적자금에 맞춰 가입해봐요!",,
보증_22,003,IBK기업은행,자유적립식,적금,01211210102,IBK평생한가족통장[적금_자유적립식],"영업점,인터넷뱅킹,텔레뱅킹(IBK고객센터),i-ONE뱅크,IBK큐브,키오스크",,,,만기 후 1개월 이내 : 만기일 당시 정기적금 계약기간별 고시금리 X 50,"적용금리 = 고시금리 + 고객별 우대금리 + 주거래 우대금리고객별 우대금리 : 최고 연 0.10p고객별 우대금리 구 분내 용우대금리최초거래고객가입일 당시 최초 실명등록을 한 고객연 0.10p재예치 고객상품 출시일 이후 당행 예, 적금 만기해지일로부터 1개월 이내에IBK평생한가족통장(적립식 또는 거치식)을 가입한 고객연 0.10p장기거래 고객당행에 실명등록한 날로부터 3년이 경과한 고객연 0.10p주거래 우대금리 : 최고 연 0.30p제공조건 : 계약기간 중 다음 주거래 실적조건 중 2개 이상을 충족하고 만기해지 하는 경우 주거래 우대금리 제공[ 주거래 실적조건 ] ① 급여이체 실적(월 50만원 이상) 또는 연금수급* 실적이 3개월 이상인 경우 * 4대 연금(국민연금, 공무원연금, 군인연금, 사학연금), 장해연금(근로복지공단), 기초(노령)연금만 인정② 이 통장(적립식, 거치식) 만기해지일 직전월로부터 3개월 동안 당행 입출금식* 상품 평잔이 1백만원 이상인 경우* I PLAN급여통장, IBK급여통장, 新IBK급여통장, 新서민섬김통장(입출식), IBK생활비통장, IBK평생안심통장, IBK평생설계통장, IBK평생한가족통장(입출식), IBK W통장(입출식), IBK소확행통장(입출식), IBK간편한통장, IBK늘푸른하늘통장(입출식), IBK주거래생활금융통장에 한함 ③ (新)IBK아파트관리비 자동이체 또는 지로공과금 자동이체 월 3건 이상 실적이 3개월 이상 있는 경우④ 당행 신용(체크)카드 월 30만원 이상 이용실적이 3개월 이상 있는 경우 (단, 현금서비스 이용실적은 제외됨)⑤ 당행 개인대출을 보유한 이력이 있는 경우⑥ 당행 본인 적립식상품(적금,펀드,주택청약,적립식중금채)에 월 10만원 이상 자동이체 실적이 3개월 이상 있는 경우(당행 간 이체만 인정)⑦ ISA적립누계액이 100만원 이상인 경우** 해당 상품 만기 시 보유하고 있는 ISA적립누계액을 기준으로 함주) 급여이체 실적인정 기준 (다음 방식 중 하나)당행 급여이체 방식 : 당행 영업점 창구 급여이체 또는 인터넷뱅킹 급여이체 시스템을 통해 월 50만원 이상 입금기타 이체 방식 : 지로대량이체, CMS대량이체, 타행환, 전자금융을 통해 급여, 월급, 상여금 등의 용어로 월 50만원 이상 입금 (단, IBK 영업점 창구, 자동화기기 입금분은 인정되지 않음)급여이체 지정일자 등록방식 : 급여이체 지정일자를 신청, 등록하고 지정일자 앞뒤로 3영업일(총 7영업일)이내에 월 50만원 이상 입금",,,은행의 사정에 의하여 상품내용이 중도에 변경 또는 중단할 경우에는 변경 시행일(또는 중단일) 1개월 전에 변경 또는 중단하는 사유 및 내용 등 관련사항을 은행 영업점과 은행 홈페이지에 1개월간 게시합니다. 우대혜택 변경 시 변경된 내용은 변경일 이후 가입 고객부터 적용됩니다.,,,"12개월이상 24개월미만 3.85, 24개월이상 36개월미만 4.00, 36개월 4.10",4.50,0.10,,,준법감시인 심의필 : 제2023-0825호(2023.02.22),20240104.0,"급여이체, 자동이체, 대출보유 등 당행 주거래 고객에게 금리우대",,
