카드_고유키,상품명,카드설명
카드_965,J드라이빙카드,"전국 주유할인, 카드 한장으로 해결!"
카드_966,JEJUJINI Air Money카드,제주지니 Air Money로 전세계를 자유롭게 날아가세요
카드_967,제주 삼다수카드(신용),제주 삼다수카드 신용카드
카드_968,KCTV알뜰카드,KCTV 방송 요금 납부는 KCTV알뜰카드 자동이체로!
카드_969,국민행복신용카드,임신부터 보육료 & 유아학비까지 다양한 국가 바우처와 다양한 ...
카드_970,제주그린카드(신용),그린을 꺼내세요!! 제주그린카드가 다양한 혜택으로 여러분의 녹...
카드_971,KCTV알뜰카드(법인),KCTV 방송 요금 납부는 KCTV알뜰카드 자동이체로!
카드_972,제주애향카드(법인 일반/특별),기업을 대상으로 발급하는 카드로 기업의 경비 집행시에 이용하 ...
카드_973,공무직 복지카드,제주특별자치도 공무직 직원분들께만 드리는 제주은행 카드의 혜...
카드_974,제주 삼다수카드(체크),제주삼다수 체크카드
카드_975,SIMPLE BACK 체크카드,전월 실적 상관없이 월 최대 4천원 캐쉬백!
카드_976,제주 U&B 카드(체크),축구를 사랑한다면 제주은행 & 제주유나이티드와 함께하세요!
카드_977,탐나는전 체크카드,
카드_978,탐나는J체크카드,20-30 젊은 세대를 위한 젊은 카드!
카드_979,국민행복카드(체크),임신부터 보육료 & 유아학비까지 다양한 국가 바우처와 다양한 ...
카드_980,제주그린카드(체크),그린을 꺼내세요!! 제주그린체크카드가 다양한 혜택으로 여러분 ...
카드_981,부자되세요 더마일리지체크카드,연회비 없이 대한항공 마일리지 적립에 5개 온라인몰 할인까지 ...
카드_982,한라대학교 학생증 체크카드,한라대학교 재학생을 위한 학생증카드
카드_983,원더카드 LIVING,원더카드 맞춤혜택 조합 : 병원부터 관리비까지 생활비 혜택
카드_984,원더카드 FREE,실적 조건 없이 골고루 받는 혜택
카드_985,원더카드 T,한장에 담은 SK 통신/주유 혜택
카드_986,원더카드 HAPPY,우리 가족도 반려동물도 행복한 혜택
카드_987,원더카드 DAILY,매일의 즐거움을 책임지는 실용적인 혜택
카드_988,원더카드 HAPPY+,쇼핑할 때마다 행복한 플러스 혜택
카드_989,원더카드 FREE+,자유롭게 쓰고 받는 플러스 혜택
카드_990,#MY WAY(샵 마이웨이) 카드,# MY WAY(샵 마이웨이)카드출근에서 퇴근까지 나의 하루를 함께하는 카드
카드_991,#any 하나카드,"페이결제 조건없이 최대 1%청구할인, 구독서비스 50%청구할인"
카드_992,에너지 더블 카드,에너지 공과금 할인 카드
카드_993,MULTI Living 모바일카드,주중/주말/매일 청구할인 혜택이 되는 카드
카드_994,#tag1카드 Orange,카드 연속사용에 따른 우대 혜택
카드_995,#tag1카드 Navy,카드 연속사용에 따른 우대 혜택
카드_996,국민 행복 카드,국가바우처와 임신/출산 진료비 지원을 한번에!
카드_997,그린 카드,환경을 생각합니다.
카드_998,하나 원큐 카드,실적제한없이 어디서나 0.8%/1.8% 적립!
카드_999,펫 사랑 카드,반려동물을 위한 사랑 실천법
카드_1000,하나증권 캐시백 투자 카드,현명한 투자를 위한 카드
카드_1001,로마드 하나카드,"로마드 구독 요금 자동이체 시 13,000원 청구할인"
카드_1002,국민연금증 연금하나카드,국민연금 수급자를 위한 신용카드
카드_1003,대구로 카드,배달앱/택시/생활밀착업종할인까지! 대구 사람이면 대구로
카드_1004,트래블로그 신용카드,신용카드와 외화 하나머니의 만남
카드_1005,하나 스카이패스 아멕스 플래티늄 카드,1천원당 최대 2마일! 라운지 무료혜택까지
카드_1006,밀리언달러 하나카드,해외에서 달러(USD)로 결제되는 해외사용 필수템!
카드_1007,Mile 1.6 대한항공,스마트한 마일리지 적립 방법
카드_1008,Mile 1.6 아시아나,스마트한 마일리지 적립 방법
카드_1009,My Trip SKYPASS 카드 My flight,"실적 관계없이, 적립한도 없이 대한항공 마일리지 적립"
카드_1010,My Trip AsianaClub 카드 My flight,"실적 관계없이, 적립한도 없이 아시아나 마일리지 적립"
카드_1011,My Trip 1Q Global VIVA,해외여행/직구족을 위한 MUST HAVE 카드
카드_1012,토스(toss) 하나카드,toss에서 하나카드를 만나보세요!
카드_1013,Mile1 하나카드,"6대 저비용 항공사 통합 마일리지, Mile1 하나로!"
카드_1014,하나멤버스 1Q(원큐) 카드 Business,포인트를 현금처럼 쓰는 하나멤버스 신용카드
카드_1015,하나멤버스 1Q 카드 Special Auto,포인트를 현금처럼 쓰는 하나멤버스 신용카드
카드_1016,하나 햇살론 카드,서민금융진흥원의 보증을 통해 신청 가능한 카드
카드_1017,애터미 Any PLUS 카드,"국내 가맹점 0.7%, 국내 온라인/해외 가맹점 1.7% 할인"
카드_1018,Any PLUS 카드,"국내 가맹점 0.7%, 국내 온라인/해외 가맹점 1.7% 할인"
카드_1019,하나멤버스 1Q(원큐) 카드 ALL in,포인트를 현금처럼 쓰는 하나멤버스 신용카드
카드_1020,1Q Special+,지역쇼핑/주유에서 혜택이 플러스
카드_1021,하나멤버스 1Q(원큐) 카드 Special,포인트를 현금처럼 쓰는 하나멤버스 신용카드
카드_1022,CLUB SK(클럽 SK)카드,100만 고객이 선택한 SK의 모든 혜택
카드_1023,MULTI Oil 모바일카드,4대 정유할인과 차량정비의 할인혜택이 되는 카드
카드_1024,후불하이패스 카드,"고속도로 통행료를 이제 간편하게, 쉽게, 빠르게"
카드_1025,차이 신용카드,CHAI에서 하나카드를 만나보세요!
카드_1026,알뜰교통 my pass 마패 신용카드(Hana-BC),"쓸 수 밖에 없다면, 아껴라"
카드_1027,Club Leaders 3 카드,"1500원당 1 대한항공 마일리지 적립, 바우처 서비스 제공"
카드_1028,Club Leaders 5 카드,"1500원당 1 대한항공 마일리지 적립, 바우처 서비스 2종 제공"
카드_1029,Club Leaders 8 카드,"1,500원당 1 대한항공 마일리지 적립, 바우처 서비스 2종 제공"
카드_1030,Club Leaders 10 카드,"1,500원당 1 대한항공 마일리지 적립, 바우처 서비스 2종 제공, 컨시어지 서비스"
카드_1031,Club Leaders 15 카드,"1,500원당 1 대한항공 마일리지 적립, 바우처 서비스 3종 제공, 컨시어지 서비스"
카드_1032,하나 CLUB H 아메리칸 익스프레스 리저브 카드,"1천원당 최대 2마일리지, 라운지 동반자 혜택, 메탈 플레이트의 품격"
카드_1033,CLUB Primus Skypass 카드,라이프 스타일에 맞게 골라서 사용하는 프리미엄 카드
카드_1034,CLUB Signature SKYPASS 카드,당신의 서명으로 완성되는 프리미엄 시그니처 카드
카드_1035,CLUB Premier Hotel 카드,실속있게 누리는 프리미엄 라이프
카드_1036,CLUB Primus Asiana Club 카드,라이프 스타일에 맞게 골라서 사용하는 프리미엄 카드
카드_1037,CLUB Signature Asiana Club 카드,당신의 서명으로 완성되는 프리미엄 시그니처 카드
카드_1038,CLUB Premier Travel 카드,실속있게 누리는 프리미엄 라이프
카드_1039,CLUB Primus Point 카드,라이프 스타일에 맞게 골라서 사용하는 프리미엄 카드
카드_1040,CLUB1카드 200,"YOU DESERVE THE ONE & ONLY - 대한민국 VVIP카드, CLUB1"
카드_1041,하나 골드클럽멤버스Ⅱ 카드,"대한항공 마일리지 1,500원당 최대 3마일리지 적립, 프리미엄 바우처, 전 세계 라운지 무료 이용"
카드_1042,모두의 신세계 하나카드,신세계 백화점 5% 할인
카드_1043,원스토어 1 하나카드,원스토어 2% 무제한 할인
카드_1044,언택트 L 하나카드,언택트 시대에 필요한 맞춤형 카드!
카드_1045,하나로마트 하나카드,하나로마트를 이용하는 현명한 방법!
카드_1046,풀무원 하나카드,풀무원에서 가장 높은 혜택 제공! 월 최대 2만원 할인!
카드_1047,메디큐브 하나카드,APR 브랜드 월 최대 3만원 청구할인
카드_1048,K리그 축덕 하나멤버스 1Q Play1 카드,자주쓰는 곳에서 하나머니 적립!
카드_1049,ITIC 국제교사증 1Q(원큐) 카드 Daily,교직원을 위한 특별한 혜택이 담긴 ITIC 국제교사증 카드
카드_1050,신세계 the Mile 하나카드,"실적, 적립한도 제한없이 아시아나 마일리지 the! 적립"
카드_1051,공무원연금 1Q(원큐) 카드 Living,공무원을 위한 특별한 혜택이 담긴 공무원 연금 카드
카드_1052,공무원연금 1Q(원큐) 카드 Shopping,공무원을 위한 특별한 혜택이 담긴 공무원연금 카드
카드_1053,공무원연금 1Q(원큐) 카드 Daily,공무원을 위한 특별한 혜택이 담긴 공무원연금 카드
카드_1054,콘텐츠박스 1Q(원큐) 카드 Daily,다양하고 엄선된 컨텐츠 제공 콘텐츠박스 서비스와 1Q 서비스를 하나로!
카드_1055,KT Super 할부,KT 고객의 라이트 한 삶을 위한 혜택! KT 상품 및 통신요금 청구 할인
카드_1056,KT Super DC,KT 고객의 Super한 삶을 위한 혜택! KT 통신요금 청구 할인 및 생활서비스를 하나로!
카드_1057,오윈 하나카드,주유부터 픽업까지! 똑똑한 Car Life를 시작해보세요.
카드_1058,청호나이스 플러스 하나카드,청호나이스 렌탈을 이용하는 현명한 방법!
카드_1059,코웨이 플러스 하나카드,코웨이 렌탈을 이용하는 현명한 방법!
카드_1060,바디프랜드 하나카드,만삼천원의 행복 바디프랜드 렌탈을 이용하는 현명한 방법!
카드_1061,쿠쿠 프리멤버쉽 하나카드,만삼천원의 행복 CUCKOO 렌탈을 이용하는 현명한 방법!
카드_1062,현대렌탈서비스 하나카드,"렌탈 자동이체 시 월 8,000원 또는 월 13,000원 할인"
카드_1063,LG전자 플러스 하나카드,LG전자 장기할부 및 렌탈료 이용 고객을 위한 특별한 혜택!
카드_1064,NEW 렌탈 플러스 하나카드,"렌탈요금 자동이체 시 13,000원 청구할인"
카드_1065,웰릭스렌탈 하나카드,웰릭스렌탈을 이용하는 현명한 방법!
카드_1066,BS렌탈 플러스 하나카드,BS렌탈을 이용하는 현명한 방법!
카드_1067,이디야 하나카드,"실적에서 자유롭고, 혜택을 덤으로 주는 내 지갑 속 카페"
카드_1068,스피킹맥스 하나카드,스피킹맥스/ 뇌새김 장기할부 및 할인서비스 제공
카드_1069,Any PLUS SMTOWN &STORE 카드,"국내 가맹점 0.7%, 국내 온라인/해외 가맹점 1.7% 할인"
카드_1070,랭킹닭컴 하나카드,건강하게 할인혜택을 챙기는 방법!
카드_1071,뇌새김 하나카드,스마트한 뇌새김 학습에 할인혜택을!
카드_1072,SK매직 하나카드,SK매직을 이용하는 현명한 방법!
카드_1073,토마토 하나카드,토마토 솔루션 가맹점에서 월 최대 5만원 청구할인
카드_1074,대명아임레디 플러스 하나카드,"대명아임레디 자동이체 시 최대 19,000원 청구할인"
카드_1075,프레딧 하나카드,정직한 신선 유기농 선별샵 프레딧에 할인 혜택을!
카드_1076,삼프로TV 하나카드,삼프로TV 유료컨텐츠 청구할인
카드_1077,모두의 일상 체크카드,전월 실적 없이 어디서나 최대 0.4% 적립
카드_1078,T1 Young Hana 체크카드,T1과 FAKER 선수 팬들을 위한 체크카드
카드_1079,모두의 건강 체크카드,모두의 건강을 선물합니다!
카드_1080,L.PAY 하나 체크카드,L.PAY 결제로 더 큰 혜택을 누리자!
카드_1081,신세계 하나 체크카드,신세계 백화점 기본할인에 캐쉬백까지 카드 한장에!
카드_1082,시코르 체크카드,시코르 기본할인에 캐쉬백까지 카드 한 장에!
카드_1083,Young Hana 체크카드 with OKcashbag,영(Young)한 당신을 위한 체크카드
카드_1084,K리그 축덕 Young Hana 체크카드 with OKcashbag,영(Young)한 당신을 위한 체크카드
카드_1085,하나멤버스 1Q 체크카드,포인트를 현금처럼 쓰는 하나멤버스 체크카드
카드_1086,HoYoverse 체크카드,HoYoverse 게임을 즐기는 분이라면 누구나
카드_1087,하나멤버스 Mega 체크카드,포인트를 현금처럼 쓰는 하나멤버스 체크카드
카드_1088,CJ ONE 체크카드,CJ ONE 제휴 가맹점에서 더 큰 혜택을 누리자! 모바일과 하나되어 더욱 스마트해진 체크카드
카드_1089,해피포인트 하나 체크카드,체크카드 혜택과 해피포인트 멤버쉽 기능을 한번에!
카드_1090,윙고 장학재단 체크카드,대학생들이 많이 이용하는 곳에서 적립된 포인트로 학자금대출 원리금 상환 가능!
카드_1091,국민연금증 하나멤버스 1Q 체크카드,국민연금 수급자를 위한 체크카드
카드_1092,청년취업카드 하나멤버스 Mega BC 체크카드,"청년의 꿈, 새로운 도전"
카드_1093,등유나눔카드 하나멤버스 1Q 체크카드,
카드_1094,MULTI Any 체크카드,전월 실적없이 어디서나 하나머니 적립
카드_1095,Young Hana+ 체크카드,영(Young)한 당신과 어울리는 체크카드
카드_1096,리틀프렌즈 체크카드,카카오 리틀프렌즈와 함께하는 나의 첫 체크카드
카드_1097,카카오페이 체크카드,가장 빠른 모바일 결제 카카오페이와 체크카드의 만남
카드_1098,넥슨 메이플스토리 하나BC 체크카드,넥슨 메이플스토리와 하나카드의 만남
카드_1099,국민행복 체크카드,국가바우처와 임신/출산 진료비 지원을 한번에!
카드_1100,넥슨 던전앤파이터 체크카드,던전앤파이터와 하나카드의 만남
카드_1101,알뜰교통 비바 e 플래티늄 체크카드,해외직구 할인과 대중교통 캐쉬백을 한번에!
카드_1102,금쪽이 Young Hana+ 체크카드,세상의 금쪽이들 다 모여라
카드_1103,트래블로그 체크카드,실적에 관계없이 제공되는 국내 하나머니 적립혜택해외 18개 통화가 결제되는 해외여행 필수템
카드_1104,VIVA X 체크카드,해외 수수료 완전 면제
카드_1105,비바 G 플래티늄 체크카드,"국내 5대 업종, 해외쇼핑 캐쉬백 서비스!"
카드_1106,길한통 체크카드,길한통 체크카드 가지고 중국 가세요!연회비 면제! 해외이용수수료 면제!
카드_1107,글로벌 페이(블루) 체크카드,안전하고 편리한 해외 전용 외화 체크카드
카드_1108,VIVA+ Allpoint 체크카드,"VIVA + 체크카드 혜택은 그대로,Allpoint 제휴 ATM 출금 수수료 면제까지!"
카드_1109,Young Hana 체크카드 OK캐쉬백 국제학생증 ISIC,Young Hana 체크카드 with Okcashbag 과 국제학생증을 하나로
카드_1110,비바G 플래티늄 국제학생증 체크카드,VIVA G 체크카드와 ISIC 국제학생증을 하나로
카드_1111,VIVA+ 체크카드,해외 이용수수료 면제!해외에서 이용할 때도 국내 처럼 사용하세요.
카드_1112,내(內) 카드,이용할수록 캐쉬백 받는 Smart한 생활!
카드_1113,YES GIFT 카드,"상품권에 신용카드의 편리함을 그대로~하나카드 가맹점이면 전국 어디서나 사용가능한 기프트카드, 특별한 분에게 부담없이 선물하세요!"
카드_1114,BC GIFT 카드,"상품권에 신용카드의 편리함을 그대로~BC카드 가맹점이면 전국 어디서나 사용가능한프트카드, 특별한 분에게 부담없이 선물하세요!"
카드_1116,BeV Ⅴ카드 (포인트형),가치 그 이상의 VVIP 라이프
카드_1117,BeV Ⅲ 카드,가치 그 이상의 VVIP 라이프
카드_1118,BeV Ⅴ카드 (스카이패스형),가치 그 이상의 VVIP 라이프
카드_1119,가온플래티늄카드,품격있는 당신을 위한 차원이 다른 포인트 적립카드
카드_1120,가온 플래티늄바우처카드,
카드_1121,마일리지 가온플래티늄카드(대한항공),품격있는 당신을 위한 차원이 다른 마일리지 적립카드
카드_1122,마일리지 가온플래티늄카드(아시아나),품격있는 당신을 위한 차원이 다른 마일리지 적립카드
카드_1123,국민행복카드,보육료 및 임신·출산 진료비 지원 등 국가바우처 지원 가능
카드_1124,STARTLUCK 카드,운송사업자들을 위한 든든한 지원 혜택의 힘
카드_1125,나라사랑체크카드,꿈꾸고 즐기는 청춘을 위한 다양한 할인 혜택
카드_1126,그린카드(전국형_서울제외),친환경 녹색실천과 에코머니포인트 적립의 기쁨을 누리는 착한 혜택의 힘
카드_1127,국방멤버쉽카드,직업 군인과 군무원 분들에게 꼭 필요한 세심한 혜택! KB국민 국방멤버쉽카드
카드_1128,스타트럭 플러스 HD현대오일뱅크카드,화물운전자를 위한 유가보조금 및 HD현대오일뱅크 주유할인 지원카드
카드_1129,KB국민 군인연금증 신용카드(사진),대한민국 군과 함께 풍요로운 노후
카드_1130,스타트럭Ⅱ GS칼텍스카드,주유만해도 리터당 최대 80원 할인!
카드_1131,스타트럭플러스 S-OIL카드,화물운전자를 위한 유가보조금 및 S-OIL 주유할인 지원카드
카드_1132,SK내트럭 유가보조금카드,화물운전자를 위한 유가보조금 및 SK주유할인 지원카드
